Player,Team,Pos,G,AB,R,H,2B,3B,HR,RBI,BB,SO,SB,CS,AVG¡¿,OBP,SLG,OPS
" Garko, R",CLE,1B,141,495,61,135,21,1,14,90,45,86,0,0,0.273,0.346,0.404,0.75
" McClain, S",SF,1B,14,33,7,9,1,0,2,7,5,8,0,1,0.273,0.368,0.485,0.853
" Werth, J",PHI,RF,134,418,73,114,16,3,24,67,57,119,20,1,0.273,0.363,0.498,0.861
" Kotchman, C",ATL,1B,143,525,65,143,28,1,14,74,36,39,2,1,0.272,0.328,0.41,0.738
" Longoria, E",TB,3B,122,448,67,122,31,2,27,85,46,122,7,0,0.272,0.343,0.531,0.874
" Kubel, J",MIN,RF,141,463,74,126,22,5,20,78,47,91,0,1,0.272,0.335,0.471,0.805
" Wilson, J",PIT,SS,87,305,24,83,18,1,1,22,13,27,2,2,0.272,0.312,0.348,0.659
" Rowand, A",SF,CF,152,549,57,149,37,0,13,70,44,126,2,4,0.271,0.339,0.41,0.749
" Cano, R",NYY,2B,159,597,70,162,35,3,14,72,26,65,2,4,0.271,0.305,0.41,0.715
" Delgado, C",NYM,1B,159,598,96,162,32,1,38,115,72,124,1,1,0.271,0.353,0.518,0.871
" Sanchez, F",PIT,2B,145,569,75,154,26,2,9,52,21,63,0,1,0.271,0.298,0.371,0.669
" Hanigan, R",CIN,C,31,85,9,23,2,0,2,9,10,9,0,0,0.271,0.367,0.365,0.732
" Jones, A",BAL,CF,132,477,61,129,21,7,9,57,23,108,10,3,0.27,0.311,0.4,0.711
" Renteria, E",DET,SS,138,503,69,136,22,2,10,55,37,64,6,3,0.27,0.317,0.382,0.699
" LaRoche, A",PIT,1B,136,492,66,133,32,3,25,85,54,122,1,1,0.27,0.341,0.5,0.841
" Glaus, T",STL,3B,151,544,69,147,33,1,27,99,87,104,0,1,0.27,0.372,0.483,0.856
" Overbay, L",TOR,1B,158,544,74,147,32,2,15,69,74,116,1,2,0.27,0.358,0.419,0.777
" Cora, A",BOS,SS,75,152,14,41,8,2,0,9,16,13,1,1,0.27,0.371,0.349,0.719
" Reed, J",SEA,CF,97,286,30,77,18,1,2,31,18,38,2,3,0.269,0.314,0.36,0.674
" Easley, D",NYM,2B,113,316,33,85,10,2,6,44,19,38,0,0,0.269,0.322,0.37,0.692
" Izturis, M",LAA,2B,79,290,44,78,14,2,3,37,26,27,11,2,0.269,0.329,0.362,0.691
" Pence, H",HOU,RF,157,595,78,160,34,4,25,83,40,124,11,10,0.269,0.318,0.466,0.783
" Headley, C",SD,3B,91,331,34,89,19,2,9,38,30,104,4,1,0.269,0.337,0.42,0.757
" Cedeno, R",CHC,2B,99,216,36,58,12,0,2,28,18,41,4,1,0.269,0.328,0.352,0.68
" Floyd, C",TB,DH,80,246,32,66,13,0,11,39,28,58,1,0,0.268,0.349,0.455,0.804
" Lugo, J",BOS,SS,82,261,27,70,13,0,1,22,34,51,12,4,0.268,0.355,0.33,0.685
" Sizemore, G",CLE,CF,157,634,101,170,39,5,33,90,98,130,38,5,0.268,0.374,0.502,0.876
" Barton, B",STL,LF,82,153,23,41,9,2,2,13,19,39,3,1,0.268,0.354,0.392,0.746
" Hart, C",MIL,RF,157,612,76,164,45,6,20,91,27,109,23,7,0.268,0.3,0.459,0.759
" Posada, J",NYY,C,51,168,18,45,13,1,3,22,24,38,0,0,0.268,0.364,0.411,0.775
" Milledge, L",WSH,CF,138,523,65,140,24,2,14,61,38,96,24,9,0.268,0.33,0.402,0.731
" Baker, J",COL,2B,104,299,55,80,22,1,12,48,26,85,4,0,0.268,0.322,0.468,0.791
" Tracy, C",ARI,1B,88,273,25,73,16,0,8,39,16,49,0,0,0.267,0.308,0.414,0.722
" Jones, B",ATL,LF,41,116,16,31,10,1,1,17,7,28,1,0,0.267,0.312,0.397,0.709
" Scutaro, M",TOR,SS,145,517,76,138,23,1,7,60,57,65,7,2,0.267,0.341,0.356,0.697
" Chavez, E",NYM,RF,133,270,30,72,10,2,1,12,17,22,6,1,0.267,0.308,0.33,0.638
" Wainwright, A",STL,P,25,60,5,16,2,0,1,6,2,20,0,1,0.267,0.286,0.35,0.636
" Francisco, B",CLE,LF,121,447,65,119,32,0,15,54,40,86,4,3,0.266,0.332,0.438,0.77
" Beltre, A",SEA,3B,143,556,74,148,29,1,25,77,50,90,8,2,0.266,0.327,0.457,0.784
" Keppinger, J",CIN,SS,121,459,45,122,24,2,3,43,30,24,3,1,0.266,0.31,0.346,0.657
" Eckstein, D",ARI,SS,94,324,32,86,21,0,2,27,31,32,2,1,0.265,0.343,0.349,0.692
" Peavy, J",SD,P,28,49,4,13,2,0,0,2,3,12,0,1,0.265,0.302,0.306,0.608
" Harris, B",MIN,3B,130,434,57,115,29,3,7,49,39,98,1,1,0.265,0.327,0.394,0.721
" Phelps, J",STL,1B,19,34,4,9,1,0,0,1,2,11,0,0,0.265,0.306,0.294,0.6
" Betemit, W",NYY,1B,87,189,24,50,13,0,6,25,6,56,0,1,0.265,0.289,0.429,0.718
" Dukes, E",WSH,RF,81,276,48,73,16,2,13,44,50,79,13,4,0.264,0.386,0.478,0.864
" Ortiz, D",BOS,DH,109,416,74,110,30,1,23,89,70,74,1,0,0.264,0.369,0.507,0.877
" Iannetta, C",COL,C,104,333,50,88,22,2,18,65,56,92,0,0,0.264,0.39,0.505,0.895
" Guillen, J",KC,LF,153,598,66,158,42,1,20,97,23,106,2,1,0.264,0.3,0.438,0.738
" Helton, T",COL,1B,83,299,39,79,16,0,7,29,61,50,0,0,0.264,0.391,0.388,0.779
" Ankiel, R",STL,CF,120,413,65,109,21,2,25,71,42,100,2,1,0.264,0.337,0.506,0.843
" Garciaparra, N",LAD,SS,55,163,24,43,9,0,8,28,15,11,1,1,0.264,0.326,0.466,0.792
" Amezaga, A",FLA,2B,125,311,41,82,13,5,3,32,19,47,8,2,0.264,0.312,0.367,0.679
" Venable, W",SD,CF,28,110,16,29,4,2,2,10,13,21,1,1,0.264,0.339,0.391,0.73
" DeWitt, B",LAD,3B,117,368,45,97,13,2,9,52,45,68,3,0,0.264,0.344,0.383,0.728
" Hill, A",TOR,2B,55,205,19,54,14,0,2,20,16,31,4,2,0.263,0.324,0.361,0.685
" Izturis, C",STL,SS,135,414,50,109,10,3,1,24,29,26,24,6,0.263,0.319,0.309,0.628
" Hernandez, L",COL,P,9,19,1,5,0,0,0,2,0,1,0,0,0.263,0.263,0.263,0.526
" McClung, S",MIL,P,35,19,2,5,1,0,0,0,0,10,0,0,0.263,0.263,0.316,0.579
" Coste, C",PHI,C,98,274,28,72,17,0,9,36,16,51,0,1,0.263,0.325,0.423,0.748
" Tulowitzki, T",COL,SS,101,377,48,99,24,2,8,46,38,56,1,6,0.263,0.332,0.401,0.732
" Baldelli, R",TB,RF,28,80,12,21,5,0,4,13,7,25,0,0,0.263,0.344,0.475,0.819
" Rolen, S",TOR,3B,115,408,58,107,30,3,11,50,46,71,5,0,0.262,0.349,0.431,0.78
" Quinlan, R",LAA,LF,68,164,15,43,1,2,1,11,14,28,4,2,0.262,0.326,0.311,0.637
" Norton, G",ATL,LF,117,187,29,49,12,0,7,35,33,44,0,0,0.262,0.373,0.439,0.811
" Holm, S",SF,C,49,84,10,22,9,0,1,6,10,16,0,1,0.262,0.357,0.405,0.762
" Velez, E",SF,2B,98,275,32,72,16,7,1,30,14,40,15,6,0.262,0.299,0.382,0.681
" Nieves, W",WSH,C,68,176,15,46,9,1,1,20,13,29,0,1,0.261,0.309,0.341,0.65
" Shoppach, K",CLE,C,112,352,67,92,27,0,21,55,36,133,0,0,0.261,0.348,0.517,0.865
" Phillips, B",CIN,2B,141,559,80,146,24,7,21,78,39,93,23,10,0.261,0.312,0.442,0.754
" Gonzalez, L",FLA,LF,136,341,30,89,26,1,8,47,41,43,1,2,0.261,0.336,0.413,0.749
" Burke, J",SEA,C,48,92,10,24,3,0,1,8,5,7,0,1,0.261,0.303,0.326,0.629
" Fasano, S",CLE,C,15,46,5,12,4,0,0,6,3,17,0,0,0.261,0.34,0.348,0.687
" Hollimon, M",DET,SS,11,23,4,6,2,1,1,2,1,6,0,0,0.261,0.28,0.565,0.845
" Ozuna, P",LAD,2B,68,96,11,25,3,1,1,9,3,8,1,3,0.26,0.29,0.344,0.634
" Ross, C",FLA,RF,145,461,59,120,29,5,22,73,33,116,6,1,0.26,0.316,0.488,0.804
" Uggla, D",FLA,2B,146,531,97,138,37,1,32,92,77,171,5,5,0.26,0.36,0.514,0.874
" Hall, T",CWS,C,41,127,7,33,3,0,2,7,6,19,0,0,0.26,0.304,0.331,0.634
" Gordon, A",KC,3B,134,493,72,128,35,1,16,59,66,120,9,2,0.26,0.351,0.432,0.783
" Kouzmanoff, K",SD,3B,154,624,71,162,31,4,23,84,23,139,0,0,0.26,0.299,0.433,0.732
" Larish, J",DET,1B,42,104,12,27,6,0,2,16,7,34,2,2,0.26,0.306,0.375,0.681
" Newhan, D",HOU,2B,64,104,11,27,5,2,2,12,6,28,1,0,0.26,0.297,0.404,0.701
" Stewart, I",COL,3B,81,266,33,69,18,2,10,41,30,94,1,1,0.259,0.349,0.455,0.804
" Smith, S",COL,LF,67,108,13,28,7,0,4,15,15,23,1,0,0.259,0.35,0.435,0.785
" Chavez, R",PIT,C,42,116,12,30,4,0,1,10,4,14,0,0,0.259,0.287,0.319,0.606
" Cabrera, A",CLE,2B,114,352,48,91,20,0,6,47,46,77,4,4,0.259,0.346,0.366,0.713
" Gomez, C",MIN,CF,153,577,79,149,24,7,7,59,25,142,33,11,0.258,0.296,0.36,0.657
" Lowrie, J",BOS,SS,81,260,34,67,25,3,2,46,35,68,1,0,0.258,0.339,0.4,0.739
" Fukudome, K",CHC,RF,150,501,79,129,25,3,10,58,81,104,12,4,0.257,0.359,0.379,0.738
" Gonzalez, A",WSH,SS,45,101,13,26,8,0,1,10,8,14,0,1,0.257,0.318,0.366,0.685
" Hendrickson, M",FLA,P,35,35,4,9,2,1,0,1,1,21,0,0,0.257,0.278,0.371,0.649
" Hernandez, R",BAL,C,133,463,49,119,22,1,15,65,32,62,0,0,0.257,0.308,0.406,0.714
" Evans, N",NYM,LF,50,109,18,28,10,0,2,9,7,24,0,0,0.257,0.303,0.404,0.706
" Scott, L",BAL,LF,148,475,67,122,29,2,23,65,53,102,2,2,0.257,0.336,0.472,0.807
" Schneider, B",NYM,C,110,335,30,86,10,0,9,38,42,53,0,0,0.257,0.339,0.367,0.707
" Baisley, J",OAK,3B,14,43,1,11,1,0,0,5,4,7,0,0,0.256,0.319,0.279,0.598
" Flores, J",WSH,C,90,301,23,77,18,1,8,59,15,78,0,1,0.256,0.296,0.402,0.698
" Valentin, J",CIN,C,94,129,10,33,8,0,4,18,14,27,0,0,0.256,0.326,0.411,0.737
" Montero, M",ARI,C,70,184,24,47,16,1,5,18,19,49,0,0,0.255,0.33,0.435,0.765
" Teahen, M",KC,3B,149,572,66,146,31,4,15,59,46,131,4,3,0.255,0.313,0.402,0.715
" Olivo, M",KC,C,84,306,29,78,22,0,12,41,7,82,7,0,0.255,0.278,0.444,0.722
" Bowker, J",SF,1B,111,326,31,83,14,3,10,43,19,74,1,1,0.255,0.3,0.408,0.708
" Gathright, J",KC,CF,105,279,41,71,3,1,0,22,20,40,21,4,0.254,0.311,0.272,0.584
" Bruce, J",CIN,RF,108,413,63,105,17,1,21,52,33,110,4,6,0.254,0.314,0.453,0.767
" Looper, B",STL,P,40,63,5,16,3,1,0,4,4,21,0,0,0.254,0.299,0.333,0.632
" Willingham, J",FLA,LF,102,351,54,89,21,5,15,51,48,82,3,2,0.254,0.364,0.47,0.834
" Orr, P",WSH,2B,49,75,10,19,2,1,0,7,2,16,1,0,0.253,0.282,0.307,0.589
" Aybar, W",TB,DH,95,324,33,82,17,2,10,33,32,44,2,2,0.253,0.327,0.41,0.737
" Podsednik, S",COL,CF,93,162,22,41,8,1,1,15,16,28,12,4,0.253,0.322,0.333,0.656
" Saltalamacchia, J",TEX,C,61,198,27,50,13,0,3,26,31,74,0,2,0.253,0.352,0.364,0.716
" Zobrist, B",TB,2B,62,198,32,50,10,2,12,30,25,37,3,0,0.253,0.339,0.505,0.844
" Stairs, M",PHI,RF,121,337,46,85,12,1,13,49,42,90,1,1,0.252,0.341,0.409,0.751
" Cabrera, J",CIN,LF,48,115,17,29,6,1,3,12,8,29,2,0,0.252,0.31,0.4,0.71
" Joyce, M",DET,LF,92,242,40,61,16,3,12,33,31,65,0,2,0.252,0.339,0.492,0.831
" Blanco, G",ATL,CF,144,430,52,108,14,4,1,38,74,99,13,5,0.251,0.366,0.309,0.676
" Encarnacion, E",CIN,3B,146,506,75,127,29,1,26,68,61,102,1,0,0.251,0.34,0.466,0.807
" Howard, R",PHI,1B,162,610,105,153,26,4,48,146,81,199,1,1,0.251,0.339,0.543,0.881
" Harris, W",WSH,LF,140,367,58,92,14,4,13,43,50,66,13,3,0.251,0.344,0.417,0.761
" Taveras, W",COL,CF,133,479,64,120,15,2,1,26,36,79,68,7,0.251,0.308,0.296,0.604
" Bannister, B",KC,P,2,4,0,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
" Branyan, R",MIL,3B,50,132,24,33,8,0,12,20,19,42,1,0,0.25,0.342,0.583,0.925
" Burrell, P",PHI,LF,157,536,74,134,33,3,33,86,102,136,0,0,0.25,0.367,0.507,0.875
" Christian, J",NYY,LF,24,40,6,10,3,0,0,6,3,4,7,1,0.25,0.302,0.325,0.627
" Clark, B",NYM,LF,7,8,0,2,0,0,0,1,1,2,1,0,0.25,0.4,0.25,0.65
" Clark, H",MIN,3B,4,8,0,2,2,0,0,1,0,2,0,0,0.25,0.25,0.5,0.75
" Cunningham, A",OAK,LF,22,80,7,20,7,1,1,14,6,24,2,0,0.25,0.31,0.4,0.71
" Dickey, R",SEA,P,2,4,1,1,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5
" Eveland, D",OAK,P,2,4,0,1,0,0,0,0,1,2,0,0,0.25,0.4,0.25,0.65
" Gabbard, K",TEX,P,2,4,0,1,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.5
" Hennessey, B",SF,P,18,8,1,2,1,0,0,1,0,2,1,0,0.25,0.25,0.375,0.625
" Hernandez, R",HOU,P,4,4,0,1,0,0,0,1,1,2,0,0,0.25,0.4,0.25,0.65
" Kuo, H",LAD,P,41,12,1,3,1,0,0,0,0,4,0,0,0.25,0.25,0.333,0.583
" LaHair, B",SEA,1B,45,136,15,34,4,0,3,10,13,40,0,1,0.25,0.315,0.346,0.661
" Martinez, R",NYM,2B,7,16,0,4,3,0,0,3,2,3,0,0,0.25,0.333,0.438,0.771
" Meche, G",KC,P,1,4,1,1,0,0,0,1,0,1,0,0,0.25,0.25,0.25,0.5
" Millwood, K",TEX,P,3,4,1,1,1,0,0,0,1,2,0,0,0.25,0.4,0.5,0.9
" Owens, J",CWS,LF,12,16,1,4,0,0,0,1,0,4,2,1,0.25,0.25,0.25,0.5
" Palmer, M",SF,P,3,4,0,1,0,0,0,0,1,2,0,0,0.25,0.4,0.25,0.65
" Parisi, M",STL,P,10,4,0,1,1,0,0,2,0,1,0,0,0.25,0.25,0.5,0.75
" Parr, J",ATL,P,6,8,1,2,1,0,0,0,2,4,0,0,0.25,0.4,0.375,0.775
" Perez, F",TB,CF,23,60,18,15,2,0,3,8,8,16,5,0,0.25,0.348,0.433,0.781
" Shields, J",TB,P,2,4,2,1,0,0,0,1,1,0,0,0,0.25,0.4,0.25,0.65
" Slowey, K",MIN,P,4,8,1,2,1,0,0,2,0,1,0,0,0.25,0.25,0.375,0.625
" Thompson, B",STL,P,26,12,2,3,0,0,0,2,2,6,1,0,0.25,0.357,0.25,0.607
" Tiffee, T",LAD,3B,6,4,0,1,0,0,0,0,0,0,0,0,0.25,0.4,0.25,0.65
" Upton, J",ARI,RF,108,356,52,89,19,6,15,42,54,121,1,4,0.25,0.353,0.463,0.816
" Feliz, P",PHI,3B,133,425,43,106,19,2,14,58,33,54,0,0,0.249,0.302,0.402,0.705
" Barajas, R",TOR,C,104,349,44,87,23,0,11,49,17,61,0,0,0.249,0.294,0.41,0.704
" Hermida, J",FLA,RF,142,502,74,125,22,3,17,61,48,138,6,1,0.249,0.323,0.406,0.729
" Cuddyer, M",MIN,RF,71,249,30,62,13,4,3,36,25,40,5,1,0.249,0.33,0.369,0.699
" Griffey Jr., K",CWS,CF,143,490,67,122,30,1,18,71,78,89,0,1,0.249,0.353,0.424,0.778
" Cairo, M",SEA,1B,108,221,34,55,14,2,0,23,18,32,5,2,0.249,0.316,0.33,0.646
" Cabrera, M",NYY,CF,129,414,42,103,12,1,8,37,29,58,9,2,0.249,0.301,0.341,0.641
" Hairston, S",SD,CF,112,326,42,81,18,3,17,31,28,84,3,1,0.248,0.312,0.479,0.791
" Gutierrez, F",CLE,RF,134,399,54,99,26,2,8,41,27,87,9,3,0.248,0.307,0.383,0.691
" Wise, D",CWS,CF,57,129,20,32,4,2,6,18,8,32,9,0,0.248,0.293,0.45,0.742
" Young, C",ARI,CF,160,625,85,155,42,7,22,85,62,165,14,5,0.248,0.315,0.443,0.758
" Crede, J",CWS,3B,97,335,41,83,18,1,17,55,30,45,0,3,0.248,0.314,0.46,0.773
" Duncan, C",STL,LF,76,222,26,55,8,0,6,27,34,52,2,1,0.248,0.346,0.365,0.711
" Pearce, S",PIT,RF,37,109,6,27,7,0,4,15,5,22,2,0,0.248,0.294,0.422,0.716
" Jacobs, M",KC,DH,141,477,67,118,27,2,32,93,36,119,1,0,0.247,0.299,0.514,0.812
" Chavez, E",OAK,3B,23,89,10,22,7,0,2,14,6,18,0,0,0.247,0.295,0.393,0.688
" Pena, C",TB,1B,139,490,76,121,24,2,31,102,96,166,1,1,0.247,0.377,0.494,0.871
" Uribe, J",CWS,2B,110,324,38,80,22,1,7,40,22,64,1,3,0.247,0.296,0.386,0.682
" Giambi, J",NYY,1B,145,458,68,113,19,1,32,96,76,111,2,1,0.247,0.373,0.502,0.876
" Hinske, E",TB,RF,133,381,59,94,21,1,20,60,47,88,10,3,0.247,0.333,0.465,0.798
" Castillo, J",HOU,3B,127,426,46,105,29,4,6,37,27,81,2,2,0.246,0.292,0.376,0.668
" Kendall, J",MIL,C,151,516,46,127,30,2,2,49,50,45,8,3,0.246,0.327,0.324,0.651
" Rivera, J",LAA,RF,89,256,31,63,13,0,12,45,16,33,1,1,0.246,0.282,0.438,0.72
" Young, D",LAD,LF,83,126,10,31,9,0,1,7,14,34,0,0,0.246,0.321,0.341,0.663
" Huber, J",SD,LF,33,61,5,15,3,0,2,8,3,19,0,0,0.246,0.303,0.393,0.696
" Moss, B",PIT,RF,79,236,19,58,15,3,8,34,21,70,1,2,0.246,0.304,0.436,0.741
" Torrealba, Y",COL,C,70,236,19,58,17,0,6,31,12,44,0,4,0.246,0.293,0.394,0.687
" Jenkins, G",PHI,RF,115,293,27,72,16,0,9,29,24,68,1,1,0.246,0.301,0.392,0.694
" German, E",KC,2B,89,216,30,53,14,3,0,22,18,42,7,3,0.245,0.303,0.338,0.64
" Castillo, L",NYM,2B,87,298,46,73,7,1,3,28,50,35,17,2,0.245,0.355,0.305,0.66
" Cancel, R",NYM,C,27,49,5,12,2,0,1,5,3,6,1,2,0.245,0.288,0.347,0.635
" Valbuena, L",SEA,2B,18,49,6,12,5,0,0,1,4,11,0,0,0.245,0.315,0.347,0.662
" Castro, R",NYM,C,52,143,15,35,7,0,7,24,13,34,0,0,0.245,0.312,0.441,0.753
" Thome, J",CWS,DH,149,503,93,123,28,0,34,90,91,147,1,0,0.245,0.362,0.503,0.865
" Diaz, M",ATL,LF,43,135,9,33,2,0,2,14,3,32,4,2,0.244,0.264,0.304,0.568
" Brown, E",OAK,LF,117,402,48,98,14,2,13,59,27,65,4,2,0.244,0.297,0.386,0.682
" Ryan, B",STL,SS,80,197,30,48,9,0,0,10,16,31,7,2,0.244,0.307,0.289,0.596
" Mench, K",TOR,LF,51,115,18,28,11,1,0,10,14,18,2,0,0.243,0.321,0.357,0.677
" Cameron, M",MIL,CF,120,444,69,108,25,2,25,70,54,142,17,5,0.243,0.331,0.477,0.809
" Denker, T",SD,2B,24,37,6,9,4,1,1,3,5,10,0,0,0.243,0.333,0.486,0.82
" Helms, W",FLA,3B,132,251,28,61,11,0,5,31,17,65,0,0,0.243,0.299,0.347,0.645
" Davis, R",OAK,CF,113,214,30,52,5,4,3,19,8,40,29,6,0.243,0.272,0.346,0.618
" Lo Duca, P",FLA,C,67,173,16,42,9,0,0,15,15,11,1,0,0.243,0.321,0.295,0.616
" Bonifacio, E",WSH,2B,49,169,29,41,6,5,0,14,14,46,7,4,0.243,0.296,0.337,0.633
" Payton, J",BAL,LF,127,338,41,82,10,2,7,41,22,53,8,1,0.243,0.291,0.346,0.637
" Ojeda, A",ARI,2B,105,231,27,56,9,2,0,17,26,24,0,0,0.242,0.343,0.299,0.642
" Pennington, C",OAK,3B,36,99,14,24,5,0,0,9,13,18,4,1,0.242,0.339,0.293,0.632
" Matthews Jr., G",LAA,CF,127,426,53,103,19,3,8,46,45,95,8,3,0.242,0.319,0.357,0.675
" Gonzalez, C",OAK,CF,85,302,31,73,22,1,4,26,13,81,4,1,0.242,0.273,0.361,0.634
" Boone, A",WSH,1B,104,232,23,56,13,1,6,28,18,52,0,1,0.241,0.299,0.384,0.683
" Pie, F",CHC,CF,43,83,9,20,2,1,1,10,7,29,3,0,0.241,0.312,0.325,0.637
" Mather, J",STL,LF,54,133,20,32,7,0,8,18,12,32,1,0,0.241,0.306,0.474,0.78
" Hernandez, L",BAL,SS,36,79,9,19,1,0,0,3,7,11,2,0,0.241,0.295,0.253,0.549
" Thames, M",DET,LF,103,316,50,76,12,0,25,56,24,95,0,3,0.241,0.292,0.516,0.808
" Blum, G",HOU,3B,114,325,36,78,14,1,14,53,21,54,1,2,0.24,0.287,0.418,0.705
" Stewart, S",TOR,LF,52,175,14,42,4,2,1,14,22,18,3,1,0.24,0.325,0.303,0.628
" Thomas, F",OAK,DH,71,246,27,59,7,1,8,30,39,57,0,0,0.24,0.349,0.374,0.723
" Konerko, P",CWS,1B,122,438,59,105,19,1,22,62,65,80,2,0,0.24,0.344,0.438,0.783
" Reynolds, M",ARI,3B,152,539,87,129,28,3,28,97,64,204,11,2,0.239,0.32,0.458,0.779
" Francoeur, J",ATL,RF,155,599,70,143,33,3,11,71,39,111,0,1,0.239,0.294,0.359,0.653
" Dellucci, D",CLE,LF,113,336,41,80,19,2,11,47,24,76,3,2,0.238,0.307,0.405,0.711
" Quintanilla, O",COL,2B,81,210,28,50,17,0,2,15,15,46,0,0,0.238,0.288,0.348,0.635
" Treanor, M",FLA,C,65,206,18,49,7,0,2,23,18,53,1,0,0.238,0.306,0.301,0.607
" Bautista, J",TOR,RF,128,370,45,88,17,0,15,54,40,91,1,1,0.238,0.313,0.405,0.718
" Gross, G",TB,RF,143,345,46,82,16,3,13,40,50,82,4,2,0.238,0.336,0.414,0.75
" Crosby, B",OAK,1B,145,556,66,132,39,1,7,61,47,96,7,3,0.237,0.296,0.349,0.645
" Hundley, N",SD,C,60,198,21,47,7,1,5,24,11,52,0,0,0.237,0.278,0.359,0.636
" Zaun, G",TOR,C,86,245,29,58,12,0,6,30,38,38,2,1,0.237,0.34,0.359,0.7
" Snyder, C",ARI,C,115,334,47,79,22,1,16,64,56,101,0,0,0.237,0.348,0.452,0.8
" Raburn, R",DET,LF,92,182,26,43,10,1,4,20,16,49,3,1,0.236,0.298,0.368,0.666
" Dunn, A",ARI,RF,158,517,79,122,23,0,40,100,122,164,2,1,0.236,0.386,0.513,0.898
" Ardoin, D",LAD,C,24,51,3,12,1,0,1,4,2,10,1,0,0.235,0.278,0.314,0.592
" Edmonds, J",CHC,CF,111,340,53,80,19,2,20,55,55,82,2,2,0.235,0.343,0.479,0.822
" Gotay, R",ATL,3B,88,102,10,24,5,0,2,8,13,32,1,1,0.235,0.322,0.343,0.665
" Sabathia, C",MIL,P,18,51,4,12,2,0,2,7,0,12,0,0,0.235,0.235,0.392,0.627
" Van Every, J",BOS,CF,11,17,0,4,0,1,0,5,1,6,0,0,0.235,0.278,0.353,0.631
" Lamb, M",MIL,3B,92,247,22,58,12,3,1,32,17,33,0,1,0.235,0.276,0.32,0.596
" Langerhans, R",WSH,LF,73,111,17,26,5,2,3,12,25,31,2,0,0.234,0.38,0.396,0.776
" Vidro, J",SEA,DH,85,308,28,72,11,0,7,45,18,36,2,1,0.234,0.274,0.338,0.612
" Weeks Jr., R",MIL,2B,129,475,89,111,22,7,14,46,66,115,19,5,0.234,0.342,0.398,0.74
" Millar, K",BAL,1B,145,531,73,124,25,0,20,72,71,93,0,1,0.234,0.323,0.394,0.717
" Cook, A",COL,P,35,60,1,14,1,0,0,4,2,21,0,0,0.233,0.258,0.25,0.508
" Ellis, M",OAK,2B,117,442,55,103,20,3,12,41,53,65,14,2,0.233,0.321,0.373,0.694
" Iguchi, T",PHI,2B,85,310,29,72,15,1,2,24,26,75,8,1,0.232,0.292,0.306,0.598
" Metcalf, T",TEX,3B,23,56,11,13,2,0,6,14,3,12,0,0,0.232,0.279,0.589,0.868
" Anderson, B",CWS,CF,109,181,24,42,13,0,8,26,10,45,5,1,0.232,0.272,0.436,0.709
" Cust, J",OAK,DH,148,481,77,111,19,0,33,77,111,197,0,0,0.231,0.375,0.476,0.851
" Duran, G",TEX,3B,60,143,22,33,6,1,3,16,7,32,1,1,0.231,0.275,0.35,0.624
" Ellison, J",TEX,RF,9,13,5,3,0,0,0,2,1,1,0,0,0.231,0.286,0.231,0.516
" Moeller, C",NYY,C,41,91,13,21,6,0,1,9,7,18,0,0,0.231,0.311,0.33,0.64
" Phillips, A",PIT,3B,56,78,12,18,3,0,3,10,6,14,0,0,0.231,0.294,0.385,0.679
" Berroa, A",LAD,SS,84,226,26,52,13,1,1,16,20,41,0,0,0.23,0.304,0.31,0.614
" Romero, A",ARI,RF,78,135,13,31,8,2,1,12,3,20,4,0,0.23,0.25,0.341,0.591
" Herrera, J",COL,2B,28,61,5,14,1,1,0,3,4,10,1,1,0.23,0.277,0.279,0.556
" Bourn, M",HOU,CF,138,467,57,107,10,4,5,29,37,111,41,10,0.229,0.288,0.3,0.588
" Gardner, B",NYY,CF,42,127,18,29,5,2,0,16,8,30,13,1,0.228,0.283,0.299,0.582
" Maza, L",LAD,SS,45,79,7,18,1,0,1,4,5,11,0,0,0.228,0.282,0.278,0.561
" Haynes, N",TB,OF,20,44,3,10,0,0,0,3,3,12,4,1,0.227,0.277,0.227,0.504
" Johjima, K",SEA,C,112,379,29,86,19,0,7,39,19,33,2,0,0.227,0.277,0.332,0.609
" Clement, J",SEA,C,66,203,17,46,10,1,5,23,15,63,0,1,0.227,0.295,0.36,0.654
" Barton, D",OAK,1B,140,446,59,101,17,5,9,47,65,99,2,1,0.226,0.327,0.348,0.674
" Fahey, B",BAL,SS,58,106,8,24,9,2,0,12,3,25,0,0,0.226,0.252,0.349,0.601
" Parra, M",MIL,P,31,53,2,12,5,1,0,6,2,18,0,0,0.226,0.255,0.358,0.613
" Quintero, H",HOU,C,59,168,16,38,6,0,2,12,6,34,0,0,0.226,0.27,0.298,0.567
" Boggs, B",TEX,LF,101,283,30,64,17,4,8,41,44,93,3,2,0.226,0.333,0.399,0.733
" Buck, T",OAK,RF,38,155,16,35,9,1,7,25,11,38,1,0,0.226,0.291,0.432,0.723
" Counsell, C",MIL,SS,110,248,31,56,14,1,1,14,46,42,3,1,0.226,0.355,0.302,0.658
" Cash, K",BOS,C,61,142,11,32,7,0,3,15,18,50,0,0,0.225,0.309,0.338,0.647
" Ross, D",BOS,C,60,142,18,32,9,0,3,13,32,39,0,1,0.225,0.369,0.352,0.721
